c	str	Ess	round	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	GC
chr1	chr1-87090000	Ess	1st	-0.3573267269797812	-2.500024323487804	1.0547142704341743	-0.5199594308473754	0.221878901466285	0.4348996161708249	0.3143537078621647	1.6721233655829053	-2.8300385501162726	-1.186641440022002	-0.3641348156834517	0.6749703586473471	1.2146880871215229	0.4564019426308775	-0.7075279987070195	0.4596947247693367	-1.0116123884940278	-0.1064919921496599	0.443448427691347	1.1716487268442628	-0.3450594370399991	-0.7917018127516472	1.6613523357577609	-0.5223095674498159	-0.3262600270222147	0.396842677379242	-1.2775001429760893	-0.4950986240290584	-0.5759021671637801	0.9967421482337416	0.38
chr1	chr1-106485000	Ess	1st	-2.4176730514696043	1.6496164595764535	-0.1510523595698131	-2.237182827505978	-1.1788408080105466	1.894563723171368	1.2014375447251202	0.7189987795047037	-0.0471393608477584	1.7254941942234503	0.2868142813066346	-1.1956154362759772	0.402103534717983	2.223138059178141	-0.8648600728858258	0.8831286535949899	1.03434309396277	1.5610536057801492	-0.5955285697347359	0.7252167727690063	-0.2435770573969857	-0.8239127520215921	0.3788456970431266	-1.476900777957292	-1.1751454387640663	-0.4209024184646941	-1.1784005802992512	1.0045143203176323	0.2475876774614814	0.4112323107596565	0.372
chr1	chr1-109015000	Ess	1st	-2.983525604899538	0.7922831357069713	0.6986646559109597	-1.4093231790209209	0.4130827031592419	1.267785474174742	-0.3026980661091223	-0.0545971766215197	-1.6271824978886902	-0.6918142616379114	0.264529001607278	-1.068885586670869	-2.473781738102621	-0.6523138145234123	1.792616328756091	1.635222004126727	1.386410031485615	0.1551551837886487	-0.2316711438207381	1.0479765098082878	0.2192818420527638	1.466271693398493	0.378554641073364	0.549639875953053	-0.9643764609827816	-1.2956715930059968	-0.1085810985726296	-0.5127857694461458	0.8365684503038459	-0.0945981629097659	0.4528
chr1	chr1-120635000	Ess	1st	-0.0388693756297425	0.1509094277029811	-1.5467360697183532	0.167324638367793	-0.0083349627233602	1.019287130742543	-0.1838622526089629	1.0277182213196705	-3.05458681718644	-0.391673982662915	-1.8847484375258765	0.0980716329202987	-1.3103381818629898	-0.7338384188739107	-0.1848352792205579	-1.903542961682408	-1.901447671402808	-1.1294471237064274	-0.5977312424749525	-0.6313124430291956	0.6761142629752178	-0.6427979883586061	0.286311119124637	-0.7502251454091957	0.4732163765565596	-0.6355054184885809	-2.370288663413116	-0.5421928027076774	-0.3122591068420309	-0.0018039524526412	0.3858
chr1	chr1-121165000	Ess	1st	-1.850075901872037	4.479132111770484	0.3086714766230132	-1.0138647266801115	1.2513638053529703	1.0404921182302067	0.7764010138060377	2.366385460605712	1.4295430285127435	1.0869845195900945	0.3728548558094128	1.387239920128201	-2.6715242310897804	-1.119926910462916	-1.1798849012460262	0.5783379173346794	-0.871523624777894	-0.3489051943830387	0.7914792581031195	0.7028477364827053	-0.4143676304406324	-1.1520408450286677	0.1830309197491523	-0.1037674245434639	1.1690295283781509	-1.2845783786843534	-0.2898426220749698	-0.7789930022352763	-0.7653332768066493	3.102564283467359	0.37
chr1	chr1-121220000	Ess	1st	3.699430496006806	-1.0858284308300514	-2.27861624167285	0.5993043490347498	-1.2567773503461488	-1.8271448107909647	0.3373953665255927	-1.0184764396992236	-2.8104805400243453	-1.5730541134187153	-0.893140073309732	-0.0787311853352031	1.00318438654927	-0.396270403039649	1.5384623153323704	0.8137557384681222	1.2973241296537363	-0.7758258655230698	-0.9080815845695098	1.7855498939212269	-0.8239512114306198	0.2792110541940658	-1.8003886467442671	0.7202777196106298	1.5317952906795718	0.6836135616373359	0.5441917503016029	1.015525170986981	-0.5118670132530118	0.9634230980867698	0.3868
chr1	chr1-121330000	Ess	1st	4.096375810494107	0.0843887434533674	-0.8236194958306733	-0.6941608683323093	0.3882576770918952	-1.1987051824172337	-0.2657074795418067	-0.0017666551428352	-0.2011207892208839	0.5537681454972658	0.8872112975814267	-0.4894802531548238	0.341695759809679	-1.7523569824732184	0.6491116362711967	-0.0295763772900708	0.5916117749204587	2.1308834260535576	-0.3674800007438278	-0.2468045090623601	-1.3684002437136165	-0.2015281538987825	-1.402577450203599	1.180937311822604	0.7575417362755343	0.3535511885822387	0.2001238832010768	-1.1916723874218955	1.3448732014475837	-1.894728905051122	0.3142
chr1	chr1-121335000	Ess	1st	-0.8232794242271753	1.270283212485326	-0.0774181070004809	0.4670062194778393	3.662806451681689	-1.5831888066261086	-1.475773165938285	-0.4877459193880146	-0.2164943861903129	-0.3562880264866381	-0.3047358685186936	0.9755357001907052	1.5249570465262832	0.1097733020315658	-0.6891213190841171	-0.1546554972464674	-0.3223028719057514	1.766050545934403	-0.2570537847845603	0.0983350698826064	-0.4096398165937912	-0.187899727256336	0.9507749501621549	0.2362597810281929	-0.0081944512752751	1.9400944802596336	-1.3120836913062266	-1.7939088276090551	-1.378773036281869	-0.3739887043632153	0.3614
chr1	chr1-177640000	Ess	1st	-3.030914331532213	1.1356627609505785	0.0283284188125363	-2.378131705662825	1.0062941690542868	0.7269739885259764	0.4311078800719425	-0.0530353657314746	-0.9273802118387602	-1.829740410796071	-0.05374696930241	-1.74963193393158	-1.3443606096632024	0.3234890671284096	-0.0813224501274981	-1.045625245510492	0.6216376693112852	1.791566604090434	-0.6381638225114111	0.8771841372743387	-1.500482948297809	2.300165153513062	-0.4699958925093989	-0.1999207830903042	0.8861215804413624	-0.0977321758279847	-1.1403120082622618	-0.1482679354455753	-0.3153645474102948	0.0636293852017493	0.395
chr1	chr1-248595000	Ess	1st	-2.2943935212378177	3.056271261496366	0.8807562725648339	2.486037137058481	-0.0696731881418158	0.2940446616128714	-1.39994734702413	-1.068926641979148	-1.7175201037622512	2.294494035302742	-0.5083942297459636	0.1104367387807971	0.8483313525052704	-0.0266730673536827	0.854319195895559	0.7043961081612532	0.9614940255048016	0.4898199036542047	0.3980488080723592	1.0193143404606857	-1.1189002619792692	-2.048690012309612	-0.0516956857293579	-0.2192074326711441	-1.0698936348150063	-0.5884550732130003	1.008453836366841	-0.3569653581999881	0.3444861043873037	-0.6903648397578381	0.4464
chr10	chr10-115000	Ess	1st	-2.70665254748368	-1.854476046987973	-1.518199983797504	4.226944840556048	1.2628715572884697	-0.5480277245435974	-1.5838666183618666	0.02116509104227	-2.067226532604022	-0.3719520077659828	-2.306987272670818	2.003999895261762	0.0220216174956966	0.5992739593687608	-0.2373751344147956	0.0171930870864607	-1.901249287878888	-0.4896852425629037	1.255779822212705	-0.4108371424211792	-3.2512107357433053	0.1956334484930033	1.043569147181509	1.0565154236859775	-1.5851112930436742	0.2996574098444508	-0.5857814263095728	1.3402456957004631	1.5625867488034362	-1.53711555308385	0.4676
chr10	chr10-88965000	Ess	1st	-0.7732013323718295	3.9410048917508216	-0.8295341458271168	3.2646105713008406	1.8458821211744	-1.4210698941262352	2.1048397602093574	0.4970400850939463	-0.9685692520124016	-0.6977343354061832	-0.8848972296995598	-1.0548688866334313	0.6440557876046288	1.214040181504049	0.7588925460244159	-1.0532501414335522	0.1483969150640142	-0.0592905058816111	1.5567078269194583	2.380566729919615	-0.3789611799699859	-0.4274426361709049	-0.6450872826922012	0.3879450130014341	1.2553870161083398	0.7031559765353069	0.3570621562831689	0.2031431962407334	1.731666199866411	0.4684816916978213	0.421
chr10	chr10-37985000	Ess	1st	-0.1904828866154558	-3.034462156187433	0.8115802961770947	1.9017315525567065	0.5890674198370032	-0.7516237600248182	-0.389266690705749	-2.040371991997548	-1.2330005801738584	0.9989117285736652	-2.219268383175311	0.6195421117562041	-0.0503913896384232	1.0018462765820413	-0.2009698560646782	1.26360302268415	1.0429798862268769	0.5664013859672015	1.0768480669003258	1.780104530609944	1.3822123535912354	-2.481671785890957	-0.9079571187536348	1.4797494081501958	-0.9372984624136154	-1.99408895557676	1.171534598364115	1.0684609884251437	0.095259175186251	0.4507357744326566	0.4178
chr11	chr11-50215000	Ess	1st	-1.295639282721469	-0.1780267853300598	-0.6980974617251893	-0.0529256182558696	-0.5259516177503126	-1.0019135072709902	0.8779061993190759	0.1677973781819632	0.703970217134056	4.0915883768013215	1.3274741647081134	0.1933072312212993	-0.1485010487261759	1.9428401307441363	4.036619768137823	-0.1211060457103783	1.2261466045389346	-0.7646572475079076	-2.047421114344888	-1.0916960287395274	0.8920745938359084	0.5474396673203347	-0.2777922254177644	0.164159109310054	0.8097153806074419	0.2662543856224554	1.9810464017892155	1.1526573068701775	-2.6282352737775967	1.5889285674395994	0.3944
chr11	chr11-51485000	Ess	1st	0.4804805947830497	2.106747978366508	-0.6782202863778374	0.8866340136583584	0.6293246411240466	1.2059597897765848	-1.8426988023354869	-2.8845031137313324	0.8931681885964423	0.2772695915622513	0.4156810783239203	1.4058340101792386	4.042296089253997	-0.0994857717274563	-0.2328677246859923	-2.344456381586617	0.7954788965362423	-2.430684970749616	-0.8543980967429089	-0.77173930665697	0.6813313392469177	-0.2499742994876177	0.6795668164001608	2.110801948761265	0.4909369600546355	0.2384901582079409	0.5711011763469093	0.4739016397441111	-0.4625175210089776	-0.106008385170641	0.3632
chr11	chr11-51520000	Ess	1st	2.0720246592666114	-2.87843986183802	-1.5559245468302505	1.363609202964693	-1.9276274916053848	-0.9526099513404293	0.6645733491646664	-0.1235461584428606	-0.6748084804138442	-0.1987156815368178	0.572676311113266	0.6390249688612305	-0.742955346464465	-1.570864539139201	1.0838196846750827	-0.0373910384987667	0.8424744678225263	-2.7090781698071167	0.6312890428506868	-0.0529447718426323	1.0692153656498191	0.1893841368480283	-1.545886561055149	1.3157557917987597	-0.9361050908559152	1.33911217807918	-0.2653244878520684	0.1623529944307774	1.8537293200573504	1.4907367792447468	0.3782
