str	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
chr17-18625000	-4.364825882822942	-1.8192347310429864	-0.1707266777963771	2.0625063677284983	-1.122887109788677	-0.7919010645803277	-0.5576370810106622	-0.148296266868657	-0.2005083854734845	0.6391992778543877	-1.992172846794653	0.2836811175966763	1.3440703722553524	-0.2876919004346491	1.602542165753959	-0.7718094364867676	1.7326388319755646	1.1494358569920584	-1.6441597024996542	-0.5514305285439461	0.3910450970195286	-1.5019797246647768	-1.2327003549929951	0.4524005886624304	1.290287988041806	0.1557654506711394	-0.3477461641399016	-0.0215395809330963	-0.1164904424734716	0.2440668768705262
chr7-57295000	-5.493137572214797	1.3010403522551075	-1.907884393161008	0.6234427381414026	0.3523110623102332	2.136139558161413	-0.7870869514553828	-0.4555337431050633	-1.0930473489548835	-0.8534738083585858	-2.812513996064049	0.8302116231389755	-0.8590014440027194	-0.3672839142266784	0.9689668829827848	1.7043024037332288	-2.923588523457678	-2.0068533711747376	1.7043030492802842	-0.9624946870080908	-1.202388536176711	-0.6501953976113716	-1.748788971101992	0.6819845392775805	-0.7073169419638542	-1.3069810757083211	-0.8022498047957309	1.1642078042111728	0.3900844588940723	0.2705246588300219
chr10-106440000	-3.897851441167985	2.203549194538007	-2.2526321282416366	0.55866832329767	1.961154659976498	-0.3787705202140121	-0.2033169253947606	-0.6474832220671443	1.512733634743073	0.2610815082607704	-1.349738249132549	1.066267714300935	-0.1921862169970761	-1.4870243125296676	0.3207983176278864	-0.6910477564675042	0.8446358845511441	-0.711486223007147	-0.4189728260280284	1.5353033227050046	0.9278965501307268	-0.4631215266445088	-0.8341509900836978	-0.1152766572965567	1.971727013685605	0.9174027263169908	0.4680499414472391	-2.0231256913037767	0.0048519418226366	0.3048716186701001
chr15-25310000	-8.26435753789166	-0.4213226820879078	-0.992360753010034	1.964101450812817	0.9032592818590066	0.3235714123547027	0.723296531116467	-1.0765040222113815	0.9829355457560568	0.5743303744430931	0.5172587915975223	-2.164458898881865	0.0877347667718526	-0.2091801420104788	0.8056234592463574	0.9294717166051476	0.0533312564631838	0.8102184809328056	1.5993991469547373	0.2617900531995527	-0.5211140569915577	0.098223707234444	0.2665748309041264	-0.9728468734974476	1.3107226799435363	-0.1035520980031494	0.6171733066495674	-0.2089157092176143	0.1822462884848707	0.2911565180545817
chr16-34685000	-5.924122024420882	1.2177460388692447	-2.927355913641442	1.2448034164026422	-0.6766048641638599	0.8141963489574686	-0.7955159839811949	0.5009281100236096	0.0459190176507463	-0.9670237756200726	0.0269179824980968	0.8557695678264441	-0.699963997380479	0.9474178110841788	0.9243730246220973	0.8988633143108118	-0.4866723725454427	-1.6218616981106062	0.2251314172096672	2.2070111266679766	1.8931368432255573	1.6246618414431626	1.802708776743154	0.6997983170703891	-0.7527325422098339	0.1258916274195417	-0.4661322714403668	0.311242045397838	0.5267700097456759	1.7982802059246674
chr19-22525000	-2.336556265202808	0.517199533914464	-0.2311979246623519	0.2231888173538949	0.7458024593885151	0.7599146067972609	-1.1691802985213535	-0.039222587020761	-0.595334044260813	0.6721483992049614	1.0941178872286856	1.5799915406059348	0.5211052494395989	-0.6624354408049659	0.3879837090734488	0.1055501869358005	-0.1244916740508565	0.6009426336586575	0.8375199839840135	-0.0405324398566642	0.9794555451787684	0.4579850573898862	0.0773029296551682	0.3367241355620198	-2.2014874613770554	-0.7234566685495735	-1.7757983381853255	1.2720410182036712	1.2463170539231745	-0.121245329224992
chr3-75335000	-3.760054393960873	-1.5119660588302808	-0.6219025066911834	2.3993498459435667	1.3867557508064647	-1.1999784725016336	0.3481910563964616	-0.7179630153120168	-1.031346739313585	0.0250772042798333	0.9208768302966088	-0.9901531412785236	0.4113350232019262	-2.0627909697284506	-0.7027633404814391	-0.6662976787648145	0.7185531494468589	-0.7784680714351486	-0.3089490216747667	0.7360895362631558	0.2336515571163331	0.6584252777662162	-0.557286696075298	-0.0588059141201493	0.0912818697649422	0.3165291158152092	1.7993897783273418	3.4713803485647774	0.6780629900102565	-1.5842140718200104
chr3-75490000	-5.779750901380557	-0.0600242965227321	-2.216589236904864	0.9581685190024531	3.0647977088143343	0.2339940899520034	-0.7106041422792659	-1.3167212126125762	0.6835937251973317	2.014361116508474	1.7749701745750348	0.6024427481419902	-0.1721374041838078	-1.5188363772858968	-0.802418535392182	0.2776521727709179	1.2253580567381488	0.2100765376802896	0.0144749090054753	0.288962574059074	1.4345048588981135	-0.3212607682769791	-0.9359942971428654	0.9398457103401632	1.2952815458572622	0.9036477178745044	0.4200724726321276	-0.6682166770421111	2.1604917526884173	1.1107334304624452
chr4-131690000	-1.1957027254866746	0.6165739455132168	-0.0791363507192423	-1.1152837062645051	0.3798429590148539	-1.4332258569495635	-0.2767165856332534	0.063008812371529	1.6356965213131154	-0.1068870491563072	-1.3613110193053597	0.490757868820685	-1.2963004227468042	-1.5447101215506172	-0.1824330625186152	2.1243267321564536	-0.6267983555746586	-0.1784041244769662	-2.615160892645945	1.4410928233618738	0.0758406220951991	0.7396374587572276	-0.963605672881346	2.5066183920099827	2.641896012195984	1.0878430022163168	0.0860823352189184	1.8525341099637576	0.7198241790777233	0.6481792540466789
chr2-168415000	-0.3478908811615892	1.1311778956010603	-3.7553573629867407	1.495997669755839	1.9821453691658533	0.4950892831431783	-2.3536013145855708	-1.467944863978908	-1.8853397550863205	-0.4977674660833026	-1.0322832870291072	-0.5041216695239038	0.7502444603602402	-2.0083561117713318	0.5456534182791772	1.3128746903022082	0.9207726669582426	1.3161518759429882	-1.0266840105342885	0.8111443836220937	-0.3574362286339675	-1.7980722957379454	-0.5549680525321812	0.1741125429322474	0.7583178186243485	0.6034140688075643	0.361254062424477	-1.0593344840806769	1.3924263100315388	0.5548467872799278
